id_escola;Nome;Cluster;Status da Escola;Adimplência Contratual;Adimplência Financeira;Vendas SLM 2025;Direito a voucher;;Habilitação Voucher;Qtd. Vouchers;Código do voucher;Voucher enviado ;Observação
10;Maple Bear Camaçari - Busca Vida I;Desenvolvimento;Ativa;Sim;Sim;157;Sim;;5%;8;MBBA2026204;SIM;
100;Maple Bear Paulínia - Morumbi I;Potente;Ativa;Sim;Sim;227;Sim;;5%;11;MBSP2026181;SIM;
101;Maple Bear Piracicaba - Vila Rezende I e II;Potente;Ativa;Sim;Sim;343;Sim;;5%;17;MBSP2026133;SIM;
102;Maple Bear Praia Grande - Canto Do Forte I;Alerta;Ativa;Sim;Sim;174;Sim;;5%;9;MBSP2026199;SIM;
103;Maple Bear Presidente Prudente - Jardim Cambuí;Potente;Ativa;Sim;ROY/FDMP;331;Não ;;5%;17;MBSP2026158;SIM;"e-mail enviado dia 04/08
Ana 11/08: Cyndi enviou hoje um email com o detalhamento dos valores devidos para a owner Ana Paula.
Ana 06/01: Conversei com a Cyndi hoje, pessoalmente, e ela me informou que foi celebrado um acordo com a escola, para pagamento das pendências em 15x. Liberei os vouchers nesta data"
104;Maple Bear Ribeirão Preto - Bonfim Paulista I;Desenvolvimento;Ativa;Sim;Sim;553;Sim;;5%;28;MBSP2026121;SIM;
107;Maple Bear Santa Bárbara D'Oeste - Jardim Mollon I;Potente;Ativa;Sim;Sim;228;Sim;;5%;11;MBSP2026157;SIM;Ana 04/08: Ana respondeu o email peindo o envio de 8 vouchers para filhos de owners. Questionei Ramires e Pantuzza, pois eu não tenho registro dessas orientações. 
108;Maple Bear Santo André - Campestre I;Desenvolvimento;Ativa;Sim;Sim;115;Sim;;5%;6;MBSP2026221;SIM;
110;Maple Bear São Bernardo Do Campo - Centro;Potente;Ativa;Sim;FDMP;300;Sim;;5%;15;MBSP2026146;SIM;"e-mail enviado dia 04/08.
Ana 11/08: Cyndi informou no grupo financeiro + SAF que fez uma negociação com a escola, então os vouchers podem ser liberados. "
111;Maple Bear São Caetano Do Sul - Santa Paula;Desenvolvimento;Ativa;Sim;ROY;214;Não ;;5%;11;MBSP2026177;SIM;"Ana 05/08: Não mandei email ainda, pois a Cyndi está fazendo contato para renegociar com essa escola. Aguardarei até o final do dia. 
Ana 19/11: Enviei os vouchers, pois conforme e-mail VOUCHERS SLM - MB SÃO CAETANO SANTA PAULA o owner realizou o pagamento das pendências. "
112;Maple Bear São José Do Rio Preto - Jardim Francisco Fernandes I;Desenvolvimento;Ativa;Sim;Sim;319;Sim;;5%;16;MBSP2026143;SIM;Total 22 vouchers codigo unico MBSP2026143 unidades I e II 
113;Maple Bear São José Do Rio Preto - Redentora II;Desenvolvimento;Ativa;Sim;Sim;126;Sim;;5%;6;MBSP2026143;SIM;Total 22 vouchers codigo unico MBSP2026143 unidades I e II 
114;Maple Bear São José Dos Campos - Serimbura I;Potente;Ativa;Sim;Sim;308;Sim;;5%;15;MBSP2026160;SIM;
115;Maple Bear Santana De Parnaíba - Alphaville I;Alerta;Ativa;Sim;Sim;537;Sim;;5%;27;MBSP2026115;SIM;
117;Maple Bear São Paulo - Cantareira ;Potente;Ativa;Sim;ROY/FDMP;385;Sim;;5%;19;MBSP2026138;SIM;"e-mail enviado dia 04/08
Ana 05/08: Enviamos os vouchers pois no grupo Teams que temos com o financeiro, a Cyndi nos informou que Cantareira e Santana estão adimplentes"
119;Maple Bear São Paulo - Granja Julieta I e II;Potente;Ativa;Sim;ROY;254;Sim;;5%;12;MBSP2026245;SIM;"Total 12 vouchers codigo MBSP2026245 unidades I e II
Ana 05/08: Voucher enviado de acordo com o retorno da Cyndi no e-mail Atualizar Status financeiro onde ela nos passou atualizações sobre negociação e/ou quitação de pendências das unidades. 
Ana 14/10: Desmembrado voucher conformsolicitado "
12;Maple Bear Salvador - Pituba I;Desenvolvimento;Ativa;Sim;Sim;548;Sim;;5%;27;MBBA2026113;SIM;
120;Maple Bear Granja Viana - Cotia Jardim Lambreta I;Desenvolvimento;Ativa;Sim;Sim;219;Sim;;5%;11;MBSP2026147;SIM;
121;Maple Bear São Paulo - Jaguaré ;Potente;Ativa;Não;Sim;139;Sim;;5%;7;MBSP2026237;SIM;Ana 14/08: Cyndi nos avisou que fez algumas confirmações com o Ramires e que não há pendências financeiras por parte da escola (conversa feita pessoalmente nesta data). Ainda na mesma conversa, Ramires nos explicou que há uma atualização contratual devido a mudança no quadro societário da empresa, mas que está fluindo e nos autorizou a mandar os vouchers.)
122;Maple Bear São Paulo - Jardins I e II;Desenvolvimento;Ativa;Sim;ROY/FDMP;750;Sim;;5%;38;MBSP2026105;SIM;"e-mail enviado dia 04/08
Ana 08/08: Vi na planilha da Cyndi que há um acordo para as pendências financeiras, portanto, estou enviando os vouchers nesta data."
123;Maple Bear São Paulo - Mooca I;Alerta;Ativa;Sim;Sim;75;Sim;;5%;4;MBSP2532026;SIM;Total 12 vouchers codigo MBSP2532026 unidades I e II
124;Maple Bear São Paulo - Mooca II;Alerta;Ativa;Sim;Sim;150;Sim;;5%;8;MBSP2532026;SIM;Total 12 vouchers codigo MBSP2532026 unidades I e II
125;Maple Bear São Paulo - Morumbi Paineiras I;Desenvolvimento;Ativa;Sim;Sim;188;Sim;;5%;9;MBSP2026165;SIM;
128;Maple Bear São Paulo - Pompéia I;Potente;Ativa;Sim;FDMP;89;Sim;;5%;4;MBSP2026156;SIM;"12 vouchers para unidades I e II MBSP2026156 / e-mail enviado dia 04/08
Ana 04/08: Emerson respondeu que não há pendências e mandou um print do Portal. Mandei uma mensagem para Cyndi e respondoi o Emerson falando que estamos checando com nosso time financeiro. 
Ana 25/08: Cyndi respondeu e-mail do Emerson informando que não há nenhuma pendência da escola para com a central. Liberei os vouchers nessa data. "
129;Maple Bear São Paulo - Santana I e II;Potente;Ativa;Sim;ROY/FDMP;296;Sim;;5%;15;MBSP2026236;SIM;"15 vouchers unidades I e II codigo MBSP2026236 / e-mail enviado dia 04/08
Ana 05/08: Enviamos os vouchers pois no grupo Teams que temos com o financeiro, a Cyndi nos informou que Cantareira e Santana estão adimplentes"
13;Maple Bear Salvador - Canela I;Potente;Ativa;Sim;Sim;148;Sim;;5%;7;MBBA2026224;SIM;
131;Maple Bear São Paulo - Tatuapé I e II;Desenvolvimento;Ativa;Sim;ROY/FDMP;767;Não ;;5%;38;MBSP2026205;SIM;"38 vouchers unidades I e II MBSP2026205 /
Ingrid: e-mail enviado dia 04/08 pedindo contatar o time fianceiro para regularizar pendências 
Ana 04/8: Monique respondeu pedindo para retirarmos a sra Maria Zelia do circuito de e-mails da escola. 
Ana 30/10: Cyndi nos avisou que fez um acordo com a escola, no entanto, não foi quitado ou paga a primeira parcela ainda. Nesta mesma data, Felipe Pantuzza me chamou no Teams, e me ´pediu para liberar, ainda que não tenhamos a primeira parcela paga, ou quitação do acordo. Conforme solicitação, fiz a liberação através do e-mail  VOUCHER DE DESCONTO - CICLO 2026 MAPLE BEAR TATUAPÉ as 14h28. "
132;Maple Bear São Paulo - São Miguel Paulista;Alerta;Ativa;Sim;ROY/FDMP;119;Não ;;5%;6;MBSP2026196;SIM;"e-mail enviado dia 04/08
Ana 13/01: Voucher enviado nessa data, pois a Cyndi nos avisou no grupo com o financeiro no Teams, que essa escola tem negociação realizada.
"
133;Maple Bear São Paulo - Vila Madalena I;Alerta;Ativa;Sim;Sim;24;Sim;;5%;1;MBSP2026276;SIM;
135;Maple Bear São Paulo - Vila Nova Conceição I;Potente;Ativa;Sim;Sim;136;Sim;;5%;7;MBSP2026194;SIM;
136;Maple Bear São Paulo - Vila Olímpia;Potente;Ativa;Sim;Sim;268;Sim;;5%;13;MBSP2026195;SIM;
137;Maple Bear São Paulo - Panamby;Desenvolvimento;Ativa;Sim;FDMP;322;Não ;;5%;16;MBSP2026148;;e-mail enviado dia 04/08
138;Maple Bear Sertãozinho - Centro;Potente;Ativa;Sim;ROY/FDMP;142;Não ;;5%;7;MBSP2026223;SIM;"Ana 29/07: Cyndi mandou um e-mail para a escola com informações detalhadas das pendências financeiras, e ressaltando a importância da regularização (incluindo a entrega dos vouchers) / e-mail enviado dia 04/08
Ana 04/08: Alexandre respondeu o e-mail falando que está a disposição para renegociar. Eu respondi o email dele, e passei o tel dele para Cyndi pedindo para que ela entre em contato com ele. 
Ana 15/12: Cyndi formalizou e-mail: STATUS FINANCEIRO - MB SERTÃOZINHO solicitando a liberação dos vouchers, após pagamento das pendencias financeiras. "
14;Maple Bear Fortaleza - José De Alencar I;Desenvolvimento;Ativa;Sim;Sim;460;Sim;;5%;23;MBCE2026119;SIM;
140;Maple Bear Taboão Da Serra - Parque Assunção;Potente;Ativa;Sim;Sim;62;Sim;;5%;3;MBSP2026301;SIM;
141;Maple Bear Taubaté - Jardim Das Nações I;Desenvolvimento;Ativa;Sim;Sim;385;Sim;;5%;19;MBSP2026131;SIM;
142;Maple Bear Valinhos - Joapiranga I;Potente;Ativa;Sim;Sim;133;Sim;;5%;7;MBSP2026118;SIM;26 vouchers unidades I e II MBSP2026118
144;Maple Bear Vinhedo - Bosque I;Potente;Ativa;Sim;Sim;179;Sim;;5%;9;MBSP2026171;SIM;
145;Maple Bear Palmas - Plano Diretor Sul I;Potente;Ativa;Sim;Sim;582;Sim;;5%;29;MBTO2026112;SIM;
146;Maple Bear São Paulo - Alto De Pinheiros I e II;Alerta;Ativa;Sim;ROY/FDMP;242;Sim;;5%;12;MBSP2026193;SIM;"12 vouchers unidades I e I MBSP2026193
Ana 05/08: Voucher enviado de acordo com o retorno da Cyndi no e-mail Atualizar Status financeiro onde ela nos passou atualizações sobre negociação e/ou quitação de pendências das unidades. "
147;Maple Bear Araras - Jardim Piratininga;Desenvolvimento;Ativa;Sim;FDMP;94;Sim;;5%;5;MBSP2026246;SIM;"e-mail enviado dia 04/08
Ana 04/08 Ariadne entrou em contato através do ticket  257082 alegando que não possui pendências financeiras. Aguardamos o time financeiro atuar. 
Ana 04/08, Cyndi mandou pra mim no Teams que a escola pagou o valor pendente em 25/07. Com isso, fiz o envio dos vouchers e me descupei pelo ocorrido. "
148;Maple Bear Barreiras - Parque Da Cidade;Desenvolvimento;Ativa;Sim;ROY/FDMP;68;Sim;;5%;3;MBBA2026263;SIM;"verificar owners
Ana 24/09: Conforme e-mail abaixo, as pendencias foram negociadas e pagas:STATUS FINANCEIRO - MB BARREIRAS"
149;Maple Bear Belo Horizonte - Sagrada Família I;Potente;Ativa;Sim;Sim;151;Sim;;5%;8;MBMG2026244;SIM;
150;Maple Bear Campos Dos Goytacazes - Centro I;Alerta;Ativa;Sim;Sim;347;Sim;;5%;17;MBRJ2026154;SIM;
151;Maple Bear Imperatriz - Três Poderes;Potente;Ativa;Sim;ROY/FDMP;121;Não ;;5%;6;MBMA2026228;SIM;"e-mail enviado dia 04/08.
Ana 12/08: Cyndi mandou dia 08/08 um email para a escola com os detalhes das pendências financeiras e se colocando a disposição para conversarem sobre um acordo para pagamento
Ana 19/11: Enviei os vouchers hoje para essa escola, pois conforme e-mail da Cyndi: STATUS FINANCEIRO - MB Imperatriz - Três Poderes I pois a escola efetuou os pagamentos dos acordos. "
152;Maple Bear Mauá - Bocaina I;Desenvolvimento;Ativa;Sim;Sim;62;Sim;;5%;3;MBSP2026290;SIM;
153;Maple Bear Rio De Janeiro - Méier I;Alerta;Ativa;Sim;Sim;122;Sim;;5%;6;MBRJ2026231;SIM;
155;Maple Bear São Leopoldo - Cristo Rei;Potente;Ativa;Sim;ROY/FDMP;54;Sim;;5%;3;MBRS2026278;SIM;"e-mail enviado dia 04/08
Ana 09/09: Joao conversou com a Cyndi e ela informou que podemos liberar os vouchers, pois foi feito acordo e a escola já pagou a 1ª parcela"
156;Maple Bear Três Lagoas - Quinta Da Lagoa I;Potente;Ativa;Sim;Sim;146;Sim;;5%;7;MBMS2026235;SIM;
157;Maple Bear Valparaíso De Goiás - Parque São Bernardo;Alerta;Ativa;Sim;ROY/FDMP;97;Sim;;5%;5;MBGO2026262;SIM;"e-mail enviado dia 04/08.
Ana 18/09: Cyndi informou nessa data em noss grupo no Teams com o time financeiro, que fez acordo com a escola e que podmeos liberar os vouchers."
160;Maple Bear São Luis - Jardim Renascença I;Alta Performance;Ativa;Sim;Sim;686;Sim;;5%;34;MBMA2026140;SIM;49 vouchers unidades I e II codigo unico MBMA2026140
162;Maple Bear Rio Claro - Centro I;Alta Performance;Ativa;Sim;Sim;197;Sim;;5%;10;MBSP2026185;SIM;
163;Maple Bear Bragança Paulista;Alerta;Ativa;Sim;ROY/FDMP;127;Sim;;5%;6;MBSP2026233;SIM;"e-mail enviado dia 04/08
Ana 12/08: Cyndi mandou um e-mail para a escola, cobrando retorno da mensagem enviada anteriormente com as pendências financeiras para regularização. 
Ana 24/09: Cyndi mandou mensagem no grupo financeiro do Teams que podemos enviar os vouchers para essa escola"
164;Maple Bear Chapecó - Centro I;Desenvolvimento;Ativa;Sim;Sim;176;Sim;;5%;9;MBSC2026214;SIM;
17;Maple Bear Cachoeiro Do Itapemirim - São Geraldo I;Desenvolvimento;Ativa;Sim;Sim;362;Sim;;5%;18;MBES2026127;SIM;
205;Maple Bear Rio De Janeiro - Tijuca;Alerta;Ativa;Sim;ROY/FDMP;143;Não ;;5%;7;MBRJ2026300;;e-mail enviado dia 04/08
21;Maple Bear Anápolis - City;Alerta;Ativa;Sim;ROY/FDMP;187;Sim;;5%;9;MBGO2026172;SIM;"e-mail enviado dia 04/08
Ana 18/09: Cyndi informou nessa data em noss grupo no Teams com o time financeiro, que fez acordo com a escola e que podmeos liberar os vouchers."
23;Maple Bear Goiânia - Alphaville;Alta Performance;Ativa;Sim;ROY;749;Sim;;5%;37;MBGO2026103;SIM;"Total 87 vouchers codigo unico MBGO2026103 unidades I, I e III marista e plateau d'or
Ana 05/08: Voucher enviado de acordo com o retorno da Cyndi no e-mail Atualizar Status financeiro onde ela nos passou atualizações sobre negociação e/ou quitação de pendências das unidades. "
24;Maple Bear Goiânia - Marista I;Alta Performance;Ativa;Sim;ROY;253;Sim;;5%;13;MBGO2026103;SIM;"Total 87 vouchers codigo unico MBGO2026103 unidades I, I e III marista e plateau d'or
Ana 05/08: Voucher enviado de acordo com o retorno da Cyndi no e-mail Atualizar Status financeiro onde ela nos passou atualizações sobre negociação e/ou quitação de pendências das unidades. "
25;Maple Bear Rio Verde - Setor Central I;Desenvolvimento;Ativa;Sim;Sim;165;Sim;;5%;8;MBGO2026167;SIM;
255;Maple Bear Rio De Janeiro - Gávea;Potente;Ativa;Sim;ROY/FDMP;85;Sim;;5%;4;MBRJ2026251;SIM;"e-mail enviado dia 04/08
Ana 10/09: Fez o pagamento das pendencias. Histórico:FDMP"
257;Maple Bear Santa Maria - Centro;Potente;Ativa;Sim;ROY/FDMP;186;Não ;;5%;9;MBRS2026191;;Ana 08/09: Nesta data, a Cyndi mandou para o owner Felipe, um e-mail esclarecendo as cobranças e pedindo um retorno sobre o tema
258;Maple Bear Formosa - Jardim Califórnia I;Potente;Ativa;Sim;Sim;83;Sim;;5%;4;MBGO2026301;SIM;
259;Maple Bear Itatiaia - Penedo;Alerta;Ativa;Sim;FDMP;130;Não ;;5%;7;MBRJ2026226;SIM;"e-mail enviado dia 04/08
Ana 14/10: Voucher enviado, pois a Cyndi nos confirmou no grupo Teams com o financeiro, que essa escola não tem mais débitos."
265;Maple Bear Feira De Santana - Subaé I;Alerta;Ativa;Sim;Sim;324;Sim;;5%;16;MBBA2026162;SIM;
267;Maple Bear Caruaru - Universitário;Potente;Ativa;Sim;FDMP;163;Sim;;5%;8;MBPE2026247;SIM;Ana 18/08: Cyndi confirmou no grupo Teams financeiro + SAF que essa escola não possui nenhuma pendência
268;Maple Bear Dourados - Jardim Das Palmeiras;Potente;Ativa;Sim;ROY/FDMP;82;Sim;;5%;4;MBMS2026236;SIM;"e-mail enviado dia 04/08
Ana 05/09: Mensagem da Cyndi no grupo financeiro do Teams: Preciso que vocês liberem os vouchers de Dourados por gentileza.
 
Fechamos o acordo e ele está com pais e mães na escola precisando desses vouchers.
 "
269;Maple Bear Lavras - Cidade Da Serra I;Desenvolvimento;Ativa;Sim;Sim;45;Sim;;5%;2;MBMG2026281;SIM;
27;Maple Bear Belo Horizonte - Gutierrez I;Desenvolvimento;Ativa;Sim;Sim;75;Sim;;5%;4;MBMG2026238;SIM;Ana 01/08: Fiz um código para cada escola do grupo Need, para deixar mais organizado.
270;Maple Bear Linhares - Três Barras I;Desenvolvimento;Ativa;Sim;Sim;154;Sim;;5%;8;MBES2026209;SIM;
271;Maple Bear Hortolândia - Parque Gabriel;Desenvolvimento;Ativa;Sim;ROY;36;Sim;;5%;2;MBSP2026303;SIM;"Ana 05/08: Não mandei email ainda, pois a Cyndi está fazendo contato para renegociar com essa escola. Aguardarei até o final do dia. 
Ana 25/08: Cyndi formalizou através do email: PENDÊNCIAS FINANCEIRAS - MB HORTOLÂNDIA/SP que podemos liberar os vouchers. "
272;Maple Bear Jaguariúna - Chácara Primavera I;Potente;Ativa;Sim;Sim;62;Sim;;5%;3;MBSP2026350;SIM;
273;Maple Bear Nova Mutum - Parque Dos Ingas;Alerta;Ativa;Sim;ROY/FDMP;96;Sim;;5%;5;MBMT2026241;SIM;"e-mail enviado dia 04/08.
Ana 13/08: Identifiquei pela planilha da Cyndi que a escola fez um acordo para regularização, portando, liberei os vouchers nessa data. "
275;Maple Bear Itapetininga - Jardim Colombo I;Desenvolvimento;Ativa;Sim;Sim;99;Sim;;5%;5;MBSP2026260;SIM;
279;Maple Bear Macaé - Vale Encantado I e II;Desenvolvimento;Ativa;Sim;ROY/FDMP;397;Não ;;5%;20;MBRJ2026200;SIM;"20 vouchers unidades I e II codigo MBRJ2026200 / e-mail enviado dia 04/08
Ana 09/10: Confirmamos com a Cyndi via grupo com o financeiro no Teams, e ela nos informou que foi realizado acordo com a escola, e poderíamos enviar o voucher. "
28;Maple Bear Belo Horizonte - Santa Lúcia II;Desenvolvimento;Ativa;Sim;ROY;488;Sim;;5%;24;MBMG2026240;SIM;"Ana 01/08: Fiz um código para cada escola do grupo Need, para deixar mais organizado.
Ana 05/08: Não mandei email ainda, pois a Cyndi está fazendo contato para renegociar com essa escola. Aguardarei até o final do dia. 
Está um pouco confuso, a owner diz que pagou, então eu mandei os vouchers. 
"
282;Maple Bear Rio De Janeiro - Botafogo I e II;Desenvolvimento;Ativa;Não;FDMP;351;Sim;;5%;17;MBRJ2026240;SIM;"17 vouchers unidades I e II codigo MBRJ2026240
Ana: 11/09 tivemos uma reunião com Cyndi e Patricia e ela nos informou que podemos liberar os vouchers, pois havia um acordo de insenção de cobrança de FDMP para essa  escola com a antiga diretoria"
284;Maple Bear São Luis - Jardim Renascença II;Alta Performance;Ativa;Sim;Sim;290;Sim;;5%;15;MBMA2026140;SIM;49 vouchers unidades I e II codigo unico MBMA2026140
29;Maple Bear Contagem - Três Barras I;Potente;Ativa;Sim;Sim;75;Sim;;5%;4;MBMG2026239;SIM;voucher unico unidades I e II MBMG2026239 8 vouchers 
290;Maple Bear Campinas - Hípica I;Desenvolvimento;Ativa;Sim;Sim;136;Sim;;5%;7;MBSP2026302;SIM;
291;Maple Bear São Paulo - Freguesia Do Ó I;Potente;Ativa;Sim;Sim;95;Sim;;5%;5;MBSP2026294;SIM;
293;Maple Bear Divinópolis - Centro I;Alerta;Ativa;Sim;Sim;79;Sim;;5%;4;MBMG2026274;SIM;
294;Maple Bear Governador Valadares - Alto Esplanada I;Alerta;Ativa;Sim;Sim;167;Sim;;5%;8;MBMG2026208;SIM;
295;Maple Bear Limeira - Bairro da Graminha;Alta Performance;Ativa;Sim;Sim;188;Sim;;5%;9;MBSP2026222;SIM;
296;Maple Bear Nova Iguaçu - Centro I;Potente;Ativa;Sim;Sim;275;Sim;;5%;14;MBRJ2026163;SIM;
297;Maple Bear Osasco;Desenvolvimento;Ativa;Sim;ROY/FDMP;41;Não ;;5%;2;MBSP2026279;SIM;"e-mail enviado dia 04/08
Ana 05/08: Cyndi mandou nesta data um e-mail atualizado com o detalhamento dos valores pendentes da escola 
Ana 14/10: Cyndi nos informou através do grupo com financeiro no Teams, que os acordos foram realizados e por esse motivo, podemos liberar os vouchers"
299;Maple Bear São Roque;Potente;Ativa;Sim;Sim;95;Sim;;5%;5;MBSP2026248;SIM;
300;Maple Bear Aracaju - Treze De Julho II;Desenvolvimento;Ativa;Sim;Sim;132;Sim;;5%;7;MBSE2026195;SIM;unidades I e II codigo unico MBSE2026195 25 vouchers 
301;Maple Bear Sorocaba - Boa Vista;Potente;Ativa;Sim;FDMP;31;Não ;;5%;2;MBSP2026305;SIM;"14 vouchers unidades I e II codigo MBSP2026305
Ana 06/10: Cyndi respondeu no grupo financeiro+SAF que podemos mandar os vouchers de Sorocaba, pois ele tem acordo comercial
"
304;Maple Bear Passo Fundo - Vila Luiza I;Alerta;Ativa;Sim;Sim;163;Sim;;5%;8;MBRS2026211;SIM;
305;Maple Bear Jacareí - Jardim Paraíba;Alerta;Ativa;Sim;ROY/FDMP;114;Sim;;5%;6;MBSP2026252;SIM;Ana 12/08: Liberamos os vouchers após liberação do Visoni (como o processo de repasse ainda não foi concluido, não é possivel seguir com acordo financeiro, mas como as conversas já foram iniciadas com a escola, optamos por liberar)
308;Maple Bear Araxá - Villagio Jardim;Potente;Ativa;Sim;Sim;108;Sim;;5%;5;MBMG2026300;SIM;
309;Maple Bear Ipatinga - Cidade Jardim;Implantação;Ativa;Sim;FDMP;55;Sim;;5%;3;MBMG2026320;SIM;Ana 05/08: Saulo questionou sobre Ipatinga no e-mail de Itabira e aí eu respondi a ele que tem uma pendência de FDMP de maio.Cyndi mandou o boleto sem juros. Como isso tranforma a situação em uma negociação, vamos conceder os vouchers 
31;Maple Bear Itabira - Quatorze De Fevereiro I;Potente;Ativa;Sim;Sim;182;Sim;;5%;9;MBMG2026243;SIM;
32;Maple Bear Juiz De Fora - Santa Luzia I;Potente;Ativa;Sim;Sim;209;Sim;;5%;10;MBMG2026212;SIM;
33;Maple Bear Montes Claros - Ibituruna I;Desenvolvimento;Ativa;Sim;Sim;132;Sim;;5%;7;MBMG2026227;SIM;
34;Maple Bear Nova Lima - Alphaville Lagoa Dos Ingleses I;Desenvolvimento;Ativa;Sim;Sim;164;Sim;;5%;8;MBMG2026188;SIM;
343;Maple Bear São Paulo - Chácara Klabin I;Desenvolvimento;Ativa;Sim;ROY/FDMP;805;Sim;;5%;40;MPSP2026350;SIM;Ana 01/08: De acordo com a planilha que a Cyndi enviou, há um acordo firmado para essa escola. 
35;Maple Bear Pouso Alegre - Fátima I;Alerta;Ativa;Sim;Sim;140;Sim;;5%;7;MBMG2026206;SIM;
36;Maple Bear Uberaba - São Sebastião I;Desenvolvimento;Ativa;Sim;Sim;265;Sim;;5%;13;MBMG2026174;SIM;
37;Maple Bear Uberlândia - Vigilato Pereira I;Alerta;Ativa;Sim;Sim;172;Sim;;5%;9;MBMG2026175;SIM;
38;Maple Bear Campo Grande - Jardim São Bento I;Potente;Ativa;Sim;ROY/FDMP;149;Sim;;5%;7;MBMS2026140;SIM;Ana 01/08: De acordo com a planilha que a Cyndi enviou, há um acordo firmado para essa escola. 
39;Maple Bear Cuiabá - Ribeirão Do Lipa;Alerta;Ativa;Sim;ROY/FDMP;32;Não ;;5%;2;MBMT2026330;;e-mail enviado dia 04/08
40;Maple Bear Sinop - Recanto Suíço;Alta Performance;Ativa;Sim;ROY;272;Sim;;5%;14;MBMT2026153;SIM;Ana 05/08: Voucher enviado de acordo com o retorno da Cyndi no e-mail Atualizar Status financeiro onde ela nos passou atualizações sobre negociação e/ou quitação de pendências das unidades. 
406;Maple Bear Sorocaba - Jardim São Carlos;Potente;Ativa;Sim;ROY/FDMP;232;Não ;;5%;12;MBSP2026305;SIM;"14 vouchers unidades I e II codigo MBSP2026305
Ana 06/10: Cyndi respondeu no grupo financeiro+SAF que podemos mandar os vouchers de Sorocaba, pois ele tem acordo comercial"
41;Maple Bear Sorriso - Residencial Copenhagen;Alerta;Ativa;Sim;ROY/FDMP;156;Não ;;5%;8;MBMT2026296;SIM;"e-mail enviado dia 04/08
Ana 12/08: Cyndi mandou dia 07/08 um email para a escola com os detalhes das pendências financeiras e se colocando a disposição para conversarem sobre um acordo para pagamento
Ana 15/09: Cyndi mandou um novo e-mail com informações detalhadas sobre as pendências da escola
Ana 30/09: A escola solicitou um parcelamento diferenciado e esse caso vem sendo conduzido por Cyndi e Pantuzza. Hoje, na reunião das 13h com o Pantuzza, eu questionei a ele se podemos mandar os vouchers de Sorriso sem  pagamento de 1ª parcela do acordo, e ele disse que sim. "
42;Maple Bear Belém - Reduto I;Desenvolvimento;Ativa;Sim;Sim;617;Sim;;5%;31;MBPA2026109;SIM;
